omega,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8
0.0,-246.0,-246.0,173.9482681718907,173.9482681718907,-225.99841066141298,-157.47204099234298,176.19850242034096,244.85876145363466
2.472361809045226,-245.9792933244015,-245.97929332440148,-225.973932445675,-157.40572884615855,173.96291034774916,173.96291034774933,176.2230710111886,244.9006667836711
4.944723618090452,-245.9171717656854,-245.9171717656853,-225.9005180163359,-157.20673792977067,174.00684210220544,174.00684210220544,176.2968503430348,245.0263781030261
7.417085427135678,-245.81363073924834,-245.8136307392483,-225.77822801236164,-156.87490477911044,174.08007912393396,174.08007912393413,176.4200613737139,245.2358813491333
9.889447236180905,-245.66866264132216,-245.6686626413221,-225.6071634491582,-156.40995684862847,174.18264758743555,174.1826475874356,176.5930732937656,245.52915291671533
12.361809045226131,-245.4822569049623,-245.48225690496224,-225.3874656419312,-155.8115123401746,174.31458419286224,174.31458419286238,176.81640489774597,245.90615940632267
14.834170854271356,-245.2544000787022,-245.25440007870208,-225.11931609374747,-155.07907993559527,174.47593622129776,174.47593622129787,177.0907264631304,246.36685727241226
17.306532663316585,-244.9850759281342,-244.9850759281341,-224.8029363437201,-154.2120584006146,174.66676160500532,174.66676160500538,177.4168620932544,246.91119237118605
19.77889447236181,-244.6742655607559,-244.67426556075588,-224.4385877695352,-153.20973601129364,174.88712901202123,174.88712901202126,177.79579246453363,247.53909940861945
22.251256281407034,-244.32194757448397,-244.32194757448386,-224.02657133739356,-152.07128973204007,175.13711794431515,175.13711794431518,178.22865789911847,248.2505012894072
24.723618090452263,-243.92809823030163,-243.92809823030157,-223.56722729140452,-150.79578404346182,175.41681884858704,175.41681884858704,178.7167616615015,249.0453083679762
27.195979899497488,-243.4926916495666,-243.4926916495665,-223.06093477352903,-149.3821692763336,175.72633323860597,175.726333238606,179.26157335075408,249.92341760326244
29.668341708542712,-243.01570003654973,-243.01570003654973,-222.50811136437255,-147.82927925064823,176.06577382782675,176.0657738278268,179.8647322283896,250.88471161962903
32.14070351758794,-242.49709392682539,-242.4970939268253,-221.90921253447257,-146.1358279409935,176.4352646708397,176.43526467083979,180.5280502848103,251.92905767713515
34.61306532663317,-241.93684246216066,-241.9368424621606,-221.26473099524705,-144.30040478448026,176.83494131201783,176.83494131201783,181.25351480454336,253.0563065553213
37.085427135678394,-241.33491369257584,-241.33491369257573,-220.57519593847715,-142.3214681060744,177.2649509395253,177.2649509395253,182.0432901419299,254.26629135578352
39.55778894472362,-240.69127490625115,-240.69127490625115,-219.841172153119,-140.19733594628661,177.72545254263613,177.7254525426362,182.89971836495613,255.55882623002083
42.030150753768844,-240.00589298795146,-240.00589298795146,-219.06325900837993,-137.9261733214235,178.21661707008502,178.2166170700851,183.82531836647598,256.9337050403722
44.50251256281407,-239.27873480660827,-239.2787348066082,-218.24208929238634,-135.50597460480247,178.7386275869313,178.73862758693133,184.822782980987,258.3906999632544
46.9748743718593,-238.5097676326526,-238.5097676326526,-217.3783278964073,-132.93453925797238,179.2916794271609,179.29167942716097,185.89497358429384,259.92956004537405
49.447236180904525,-237.69895958561756,-237.69895958561753,-216.47267033550244,-130.2094385214937,179.8759803389836,179.87598033898368,187.04491159716315,261.55000972505565
51.91959798994975,-236.8462801124263,-236.84628011242629,-215.52584109762682,-127.32796983466406,180.49175061949188,180.491750619492,188.27576626836245,263.25174733227794
54.391959798994975,-235.95170049664884,-235.9517004966488,-214.53859181465774,-124.28709460472557,181.13922323505471,181.13922323505474,189.59083808513338,265.03444358239926
56.8643216080402,-235.01519439883845,-235.01519439883825,-213.5116992504866,-121.0833533574599,181.81864392349945,181.81864392349948,190.99353715983003,266.89774007983027
59.336683417085425,-234.0367384278432,-234.03673842784315,-212.44596310323254,-117.71275007204267,182.5302712738116,182.53027127381168,192.4873559815054,268.8412478490356
61.80904522613066,-233.01631274273652,-233.01631274273646,-211.34220362077053,-114.17059431779572,183.27437677873965,183.27437677873968,194.0758360130279,270.86454591117115
64.28140703517587,-231.95390168468387,-231.95390168468387,-210.20125903106026,-110.45128515716586,184.051244855347,184.05124485534702,195.76252777009816,272.96717992534116
66.75376884422111,-230.84949443771094,-230.84949443771092,-209.02398279121118,-106.5480138025769,184.86117282819555,184.8611728281956,197.55094424872712,275.14866091385574
69.22613065326634,-229.70308571688622,-229.7030857168862,-207.81124066174894,-102.45235123974126,185.70447086948909,185.70447086948917,199.44450787841646,277.40846409093916
71.69849246231156,-228.51467648193713,-228.51467648193704,-206.5639076151147,-98.15366982487996,186.58146189014803,186.5814618901481,201.44649156847402,279.7460278140716
74.17085427135679,-227.28427467372876,-227.28427467372873,-205.28286458996192,-93.63831935335921,187.4924813754409,187.49248137544095,203.55995487335545,282.16075267649853
76.64321608040201,-226.0118959703688,-226.01189597036878,-203.96899510526973,-88.88842885976766,188.43787715846517,188.43787715846523,205.78767680575012,284.652000758427
79.11557788944724,-224.6975645589442,-224.69756455894418,-202.6231817505738,-83.8801163036668,189.4180091244596,189.41800912445964,208.13208733536007,287.21909505302864
81.58793969849246,-223.3413139180357,-223.3413139180356,-201.24630257067844,-78.58071807985506,190.43324883865904,190.43324883865907,210.59520007594838,289.86131908161605
84.06030150753769,-221.9431876052036,-221.94318760520355,-199.8392273649838,-72.94430355349972,191.48397909016813,191.48397909016813,213.17854902312789,292.5779167102571
86.53266331658291,-220.50324004256748,-220.50324004256746,-198.40281392297655,-66.90397560445011,192.5705933441626,192.57059334416263,215.88313239841747,295.3680921777002
89.00502512562814,-219.02153729242505,-219.02153729242505,-196.9379042184444,-60.357596754175106,193.69349509462464,193.69349509462464,218.70936662731467,298.23101034182974
91.47738693467336,-217.49815781356693,-217.49815781356682,-195.44532058552247,-53.13840476589103,194.85309710981016,194.8530971098103,221.65705319568374,301.16579714902315
93.9497487437186,-215.9331931875332,-215.93319318753316,-193.92586189975572,-44.944641854474746,196.04982056274412,196.04982056274415,224.7253605841569,304.17154032780473
96.42211055276383,-214.32674880254095,-214.32674880254086,-192.38029978690926,-35.1246120592534,197.28409403925855,197.2840940392586,227.91282270432635,307.2472903051457
98.89447236180905,-212.67894448118074,-212.6789444811807,-190.80937488129086,-21.59427010910866,198.55635241646297,198.55635241646306,231.21735431838226,310.3920613407307
101.36683417085428,-210.98991503624774,-210.98991503624765,-189.21379315386437,16.764061572466844,199.86703560506598,199.86703560506598,234.6362829084261,313.6048328715608
103.8391959798995,-209.25981073724986,-209.2598107372498,-187.5942223284405,31.738428353545004,201.21658714969186,201.21658714969186,238.1663954799632,316.8845510564703
106.31155778894473,-207.48879766822904,-207.488797668229,-185.95128840175505,41.37444801854474,202.60545268227014,202.60545268227017,241.8039979397971,320.23013050755446
108.78391959798995,-205.6770579555675,-205.67705795556745,-184.28557228034484,48.92953808398593,204.0340782247238,204.03407822472383,245.54498406534947,323.6404561932094
111.25628140703517,-203.82478984244034,-203.82478984244028,-182.5976065438146,55.26149239983443,205.50290833858887,205.5029083385889,249.38491073115074,327.11438549550644
113.7286432160804,-201.93220758455325,-201.9322075845532,-180.88787234045142,60.753536805612235,207.01238412084766,207.01238412084768,253.3190759913241,330.6507504030066
116.20100502512562,-199.9995411397843,-199.9995411397843,-179.1567964171985,65.61794888832185,208.56294104717506,208.56294104717512,257.34259681023286,334.24835981889527
118.67336683417085,-198.02703562237292,-198.02703562237284,-177.4047482818275,69.98787834100318,210.1550066659815,210.15500666598155,261.4504836348509,337.90600196347935
121.14572864321609,-196.0149504903851,-196.01495049038505,-175.63203749079165,73.9540354215355,211.78899814907166,211.7889981490717,265.6377095433686,341.6224468496582
123.61809045226131,-193.96355843337088,-193.96355843337074,-173.83891105173836,77.58199417887124,213.4653197074277,213.46531970742777,269.89927231285463,345.3964488099291
126.09045226130654,-191.8731439254303,-191.87314392543027,-172.02555092504565,80.92132176294814,215.1843598835216,215.1843598835216,274.23024835915993,349.22674905379824
128.56281407035175,-189.74400140735034,-189.74400140735017,-170.19207160404352,84.01080538731995,216.94648873464638,216.9464887346465,278.62583806317105,353.11207823511745
131.03517587939697,-187.57643306006213,-187.5764330600621,-168.33851774879835,86.88163878569415,218.75205492497022,218.75205492497045,283.0814024745868,357.05115900979877
133.50753768844223,-185.37074613040105,-185.37074613040093,-166.46486184343655,89.5594646022539,220.60138274729505,220.6013827472951,287.5924917599093,361.0427085655475
135.97989949748745,-183.12724976898744,-183.1272497689874,-164.5710018419685,92.06573883148236,222.49476909878132,222.49476909878146,292.15486603190396,365.0854411066409
138.45226130653268,-180.84625133896668,-180.84625133896662,-162.65675876233163,94.41867497296677,224.43248043807677,224.43248043807677,296.76450937050504,369.17807027832
140.9246231155779,-178.5280521532177,-178.52805215321754,-160.72187418287064,96.63391761945289,226.41474975427545,226.41474975427553,301.41763793367477,373.31931151700695
143.39698492462313,-176.17294259639422,-176.17294259639408,-158.76600758953398,98.72503614759569,228.44177358082706,228.44177358082715,306.1107030779266,377.5078843142742
145.86934673366835,-173.78119658657909,-173.78119658657886,-156.7887335155831,100.70389537136978,230.5137090897873,230.5137090897875,310.8403903792877,381.74251438420697
148.34170854271358,-171.3530653292213,-171.35306532922124,-154.78953840834632,102.58093989967543,232.63067130356825,232.63067130356828,315.60361538233366,386.0219357255257
150.8140703517588,-168.8887703130599,-168.88877031305984,-152.76781714927878,104.36541656830208,234.79273046246684,234.79273046246692,320.3975168210461,390.3448925714801
153.28643216080403,-166.38849549356226,-166.38849549356223,-150.72286914397043,106.0655514904603,236.99990958665597,236.99990958665597,325.2194479613994,394.7101412221192
155.75879396984925,-163.85237860353237,-163.8523786035323,-148.65389388742256,107.68869319579096,239.25218227090463,239.2521822709047,330.0669666197594,399.1164517550308
158.23115577889448,-161.2805015223949,-161.28050152239487,-146.55998589636314,109.24142996510396,241.54947074901062,241.54947074901065,334.9378243189417,403.56260961201906
160.7035175879397,-158.67287962450087,-158.67287962450078,-144.44012888400368,110.72968719575421,243.8916442627226,243.89164426272265,339.8299549586941,408.047417060447
163.17587939698493,-156.02945001174965,-156.0294500117496,-142.29318903267983,112.15880906943633,246.27851776681104,246.27851776681115,344.7414633013655,412.56969452910937
165.64824120603015,-153.35005851575045,-153.3500585157502,-140.1179071952637,113.53362770105716,248.70985099792873,248.70985099792875,349.6706135074002,417.1282818194997
168.12060301507537,-150.63444532829092,-150.6344453282908,-137.91288982584018,114.85852217095236,251.1853479300559,251.185347930056,354.6158178990457,421.7220391942252
170.5929648241206,-147.88222908427815,-147.88222908427812,-135.67659840225565,116.13746928308063,253.70465663374029,253.7046566337403,359.5756260837081,426.34984834508197
173.06532663316582,-145.09288917636047,-145.09288917636002,-133.40733705562664,117.37408748264117,256.2673695501524,256.2673695501525,364.54871452990227,431.01061324395556
175.53768844221105,-142.26574602223207,-142.265746022232,-131.10323806191354,118.57167506321184,258.87302418434615,258.8730241843462,369.5338766577186,435.70326088025604
178.01005025125627,-139.39993893041844,-139.39993893041833,-128.76224477444995,119.73324356556691,261.5211042152073,261.52110421520734,374.53001348112025,440.4267418890499
180.4824120603015,-136.49440111304676,-136.49440111304662,-126.38209147878833,120.86154709681105,264.2110410126164,264.2110410126164,379.5361248202248,445.1800310744065
182.95477386934672,-133.5478312680222,-133.547831268022,-123.9602795254454,121.95910816466473,266.9422155455214,266.94221554552144,384.5513010870605,449.96212783276894
185.42713567839198,-130.55866098870936,-130.5586609887092,-121.49404893265145,123.02824051730376,269.7139606581325,269.7139606581326,389.57471563732076,454.77205648137016
187.8994974874372,-127.52501704379988,-127.52501704379982,-118.98034443669926,124.07106939668786,272.5255636855008,272.52556368550086,394.60561767265983,459.6088664968625
190.37185929648243,-124.44467728518629,-124.44467728518615,-116.41577468341545,125.08954954744962,275.3762693744932,275.37626937449323,399.64332567245333,464.47163266943915
192.84422110552765,-121.31501856126638,-121.31501856126606,-113.79656287390623,126.08548127028364,278.2652830717738,278.2652830717739,404.68722133020935,469.3594551777627
195.31658291457288,-118.13295449926473,-118.13295449926457,-111.11848666260833,127.06052476547795,281.1917741369551,281.1917741369552,409.7367439675157,474.2714595900331
197.7889447236181,-114.89486031708725,-114.89486031708718,-108.37680439908405,128.0162129766467,284.1548795366518,284.1548795366519,414.79138539721544,479.20679679649606
200.26130653266333,-111.59648084935955,-111.59648084935932,-105.56616382224733,128.9539631152401,287.1537075738093,287.15370757380936,419.8506852071581,484.1646428786307
202.73366834170855,-108.23281659636879,-108.23281659636858,-102.68048792788618,129.87508702177738,290.1873417063498,290.18734170634997,424.9142264361122,489.14419892016883
205.20603015075378,-104.79798063069639,-104.79798063069634,-99.71283073726303,130.78080049907314,293.2548444098614,293.2548444098614,429.9816316141428,494.14469076498233
207.678391959799,-101.28501631019171,-101.28501631019141,-96.65519277867325,131.67223173524386,296.3552610406563,296.35526104065633,435.05255914075104,499.16536872674277
210.15075376884423,-97.68566143633112,-97.68566143633082,-93.4982817387586,132.55042891942173,299.48762365795176,299.4876236579518,440.12669997528644,504.20550725510304
212.62311557788945,-93.99003790975624,-93.99003790975615,-90.2311970840622,133.4163671404287,302.65095476703647,302.65095476703647,445.20377461548134,509.2644045629795
215.09547738693468,-90.18623559902579,-90.18623559902562,-86.84100701207782,134.270954647813,305.84427094896887,305.84427094896887,450.28353034135233,514.3413822193372
217.5678391959799,-86.25974243422681,-86.25974243422657,-83.31216922343111,135.11503854529965,309.0665863464353,309.0665863464355,455.3657387031368,519.4357847116812
220.04020100502512,-82.1926448125086,-82.19264481250839,-79.62571882424055,135.94940997868585,312.3169159797541,312.3169159797541,460.4501932333508,524.5469789822572
222.51256281407035,-77.96247386537246,-77.9624738653722,-75.75809771099003,136.77480887325893,315.59427887150116,315.59427887150116,465.5367073644224,529.6743539417589
224.98492462311557,-73.54048483751842,-73.54048483751833,-71.67941078309687,137.5919282698095,318.89770096272207,318.8977009627221,470.62511253469336,534.8173199641208
227.4572864321608,-68.88898725628789,-68.88898725628776,-67.35072351151663,138.40141830314724,322.2262178080829,322.22621780808294,475.7152564668495,539.9753083657641
229.92964824120602,-63.95699590181284,-63.95699590181231,-62.71966540307722,139.20388986251393,325.5788770414878,325.57887704148794,480.8070016040468,545.1477708724419
232.40201005025125,-58.6726996116377,-58.67269961163742,-57.71282630003842,139.99991796946034,328.954740607595,328.9547406075951,485.9002236901357,550.3341790766132
