Y_{1},Y_{2},Z_{1},Z_{2},Z_{3},Z_{4},\operatorname{re}{\left(Y_{12}\right)},\operatorname{im}{\left(Y_{12}\right)},\operatorname{re}{\left(Z_{5}\right)},\operatorname{im}{\left(Z_{5}\right)},\operatorname{re}{\left(Z_{6}\right)},\operatorname{im}{\left(Z_{6}\right)},\operatorname{re}{\left(Z_{7}\right)},\operatorname{im}{\left(Z_{7}\right)},v,\delta Y_{1},\delta Y_{2},\delta Z_{1},\delta Z_{2},\delta Z_{3},\delta Z_{4},\operatorname{re}{\left(\delta Y_{12}\right)},\operatorname{im}{\left(\delta Y_{12}\right)},\operatorname{re}{\left(\delta Z_{5}\right)},\operatorname{im}{\left(\delta Z_{5}\right)},\operatorname{re}{\left(\delta Z_{6}\right)},\operatorname{im}{\left(\delta Z_{6}\right)},\operatorname{re}{\left(\delta Z_{7}\right)},\operatorname{im}{\left(\delta Z_{7}\right)},\delta T_{1},\delta T_{2},\delta T_{CP},\delta T_{CB},\delta\Delta_{13},\delta\Delta_{33},\delta\Delta_{14},\delta\Delta_{24},\delta\Delta_{67},\delta\Delta_{78},m_1,m_2,m_3,m_4,m_5,m_6
-160927.168034723,-117151.914723989,5.318499835902,-5.80785067196201,10.2742426014682,11.8096108238506,141758.73918157,141758.73918157,-1.25020068664493,2.0819283918298,4.68500030344272,4.60995767721183,-9.69196583838776,-0.755055107536599,246,-2607.67360478993,88.2133542618569,0.0265901836053089,0,0,-0.0449690857508234,742.451322839715,-297.284273419263,0.0085410748981027,0.0325043024179362,0.0092418916322305,-0.0036580159023285,0,0,315191.50877079,150141.01105063,46049.195355157,0,-0.372157473964011,-1.39401471910079,0,0,-2.55557987049693,2.82841833654631,0,440.143292475571,207.123029854673,945.402238499749,698.062775437529,0
-313426.373325347,59680.045142448,10.3584629957481,-1.96100130208498,9.85810719592016,9.30965292960224,-94731.7713634902,-94731.7713634902,3.18638205595031,-4.53040119217016,-3.13080082502116,-8.29707754344529,-7.92305590055888,4.47644071112938,246,-4486.8335019457,-702.167814002622,0.0350041810813365,0,0,-0.0574696901645826,-599.365551563858,2180.23420261861,0.0425980688008551,0.0301298732658465,-0.014559620590306,0.0189358601092362,0,0,642405.941721321,14296.774130886,-380033.420174403,0,-0.947201827375158,1.79901410063276,0,0,7.54576965101611,4.04214463197466,0,598.303144464911,93.7845401468367,1046.87077736904,895.229045670377,0
-205262.863866237,1046755.79644941,6.78375516776513,7.5941719852288,-6.50033802324332,-1.29400621933371,59120.3930410048,59120.3930410048,-0.542335286243132,6.42930175834118,1.95387643072922,0.10385360958912,3.8396013261975,-11.4811708924595,246,562218.616711385,-277711.378476114,-12.1323108192977,0,0,9.43578357421427,-393270.483087532,114180.130845543,6.32185230732122,-10.9469256891965,-3.23450263294213,-0.488075430455937,0,0,-38909829.0859212,-82420456.6496854,-57107042.5194581,0,229.554250436795,-310.711872108999,0,0,2067.08582054192,-1703.38761962324,0,921.991631492453,609.26231853241,1009.09471566441,801.799268197586,0
-141690.810017718,103539.438929388,4.68275530496788,1.38983939958607,-3.40791808414315,11.1496207378071,-90514.0946894734,-90514.0946894734,-2.53708710849890,-4.23085439406833,-2.99141036054840,4.13969118122797,-0.289209019422566,2.13702887252768,246,-124474.464774078,-61276.3905109955,1.32467047618517,0,0,2.96573749055650,-73330.5826657240,-59597.3532788573,-2.09700739371796,-3.81286328142940,-0.193751062935988,-0.415129459430453,0,0,14950919.6371334,-16157497.8243322,12821096.7085267,0,31.9487382351708,174.960226728760,0,0,-476.043422108827,-115.592777107623,0,20.5585393300402,236.239509248835,842.390466542752,439.916550985635,0
-313000.290624781,5786.86358089194,10.3443813412909,11.0150920205909,-0.169800541384500,7.91264104882409,-220662.856739411,-220662.856739411,6.32467529564127,1.23016707724600,-7.29271124130514,-1.04129338578108,2.26867713703720,7.76291022373582,246,-328686.189226895,-68681.0728615551,2.65003411097027,0,0,2.52867362961923,-42860.6006836535,-68626.9384482056,10.4152401638438,2.80041829095489,0.217655014944538,-0.582690039253438,0,0,47581317.2915072,-10198820.7748896,14089921.8578359,0,-23.8545419239429,556.220878874660,0,0,-254.735146500894,363.234362236173,0,25.4762399046589,200.340387514650,993.095393319913,282.427536647558,0
-110799.503511137,-353662.366332691,3.66182508794822,2.55975401952882,11.7033422546667,12.3067386862110,-39036.0745241359,-39036.0745241359,1.35735899128930,-0.704157319505249,-1.29010755912935,0.664354732518152,-5.21939453998233,5.40769639277398,246,-126068.736290031,-67720.3502040047,1.63951992777509,0,0,0.840429797500245,-104176.172859552,-91707.3260197005,-0.895398504166969,-1.62911159988609,-0.777911436270403,-0.810712078951707,0,0,14124716.7502516,-18162019.9718421,17944223.1663910,0,-7.30082956729720,372.094649780879,0,0,-398.403626703580,-164.369029997376,0,21.3860610916445,432.601795451310,671.795961700829,573.423233737360,0
-334505.874329816,200587.282620314,11.0551217638250,-11.2645922285733,-6.61698024949181,9.24203333051711,48025.5150530504,48025.5150530504,-5.29746258356161,1.41928421377476,1.58720057680780,-1.64586132775123,3.47061588932142,11.2094888389315,246,-303146.723111976,49822.4973412144,6.78758106422501,0,0,-2.17109930463051,91067.6265224764,-17073.1484537438,2.15563316431893,0.306353690602466,0.881237227604855,-0.748581203144119,0,0,18770617.9819915,15630973.3299208,983195.210030333,0,-224.949958406928,341.186603180977,0,0,-10.5683409482204,168.241611324188,0,19.2534212853462,304.904389262291,846.165814258960,648.136370171933,0
-126841.054374847,-269032.119886662,4.19198408271685,4.84713391931838,8.89826672130515,8.00639054596161,-32880.6783311560,-32880.6783311560,-4.99808560362537,-2.18659518203652,-1.08667718722837,-0.259879858169080,-10.7902067271785,-6.87274846716470,246,-42022.9761780007,-44054.9898364680,0.132096257800684,0,0,2.85092011967086,29516.8138670993,27133.8238915837,-2.38101153648204,-0.739893833047917,0.355770558968488,0.280910169193813,0,0,6483233.10199044,6428075.41889306,-5527843.84837593,0,-12.5586830748531,19.9122192717852,0,0,147.834923390657,174.180197285131,0,14.5476653312212,233.378988367294,638.409692828595,525.915791789371,0
-154956.429295449,-309000.292837430,5.12117222868162,-4.06698745208758,10.2282278109232,11.6309805343312,14209.6615224216,14209.6615224216,6.23808036045807,-2.98447120745431,0.469616680627324,3.17124627332405,-5.62665483897098,9.31398665866465,246,-135453.624907976,-90648.9915095812,0.598113438258358,0,0,3.38671202443075,-6310.91726151031,-275990.537652407,2.66978158532279,-2.67104298939392,-0.299967183453518,-3.18457157561265,0,0,21083352.2169647,1609410.85832582,48808139.3657869,0,-128.063356169256,271.093771056006,0,0,-1007.09370091915,159.511149798218,0,22.0323458915376,125.618356199248,750.322912605550,660.287574123864,0
-110341.268371598,85649.4548819742,3.64668082396714,3.89541138085968,-2.82533700555406,10.8889862525877,-32022.5635351666,-32022.5635351666,0.146040677707605,-0.870826227912394,-1.05831725610307,4.28561658817716,-5.78138945448333,-5.59677764344918,246,-151942.033778001,-30956.2949017985,3.46737335240147,0,0,3.81641608377857,-54483.2467615656,-95289.6437640004,-1.88223346179244,-4.55101941824712,-0.714566897613176,-0.987381434442086,0,0,7247252.25797076,-6717191.21160462,14537192.0211167,0,-16.1143410573204,-63.0012100086475,0,0,-298.202056717363,9.79602878389923,0,12.6652188263518,70.9491500531569,744.661905088980,566.044264661886,0
-260359.574380476,-273784.972517948,8.60465246812335,2.41311893338057,9.05800764244955,7.74870137717140,102386.550470980,102386.550470980,-0.526386589260648,-4.99380274481314,3.38378446926366,-4.05159278834715,2.04991760411287,7.46136275473940,246,-261883.387537167,-49479.4934506127,3.52814956422722,0,0,1.54095078036647,156009.381418395,113138.566576955,3.11536265477331,-4.87620728189832,1.68917957677241,1.57832873868474,0,0,31288189.3784630,23019450.6326803,-17716298.0741332,0,140.875035921544,410.072487821224,0,0,469.498505482400,163.960516066620,0,17.0945233127610,285.451557165147,883.184752851776,358.784207565742,0
