omega,V
169.0865432716358,-1757055056.90010
169.33266633316657,-1760586161.33194
169.57878939469734,-1764113157.25942
169.8249124562281,-1767636004.37153
170.07103551775887,-1771154662.29874
170.31715857928964,-1774669090.61294
170.5632816408204,-1778179248.82748
170.80940470235117,-1781685096.39717
171.05552776388194,-1785186592.71825
171.3016508254127,-1788683697.12844
171.54777388694347,-1792176368.90689
171.79389694847424,-1795664567.27421
172.040020010005,-1799148251.39244
172.28614307153578,-1802627380.36511
172.53226613306654,-1806101913.23718
172.7783891945973,-1809571808.99504
173.02451225612805,-1813037026.56657
173.27063531765882,-1816497524.82108
173.51675837918958,-1819953262.56933
173.76288144072035,-1823404198.56353
174.00900450225112,-1826850291.49735
174.25512756378188,-1830291500.00591
174.50125062531265,-1833727782.66577
174.74737368684342,-1837159097.99496
174.99349674837418,-1840585404.45294
175.23961980990495,-1844006660.44063
175.48574287143572,-1847422824.30041
175.73186593296649,-1850833854.31609
175.97798899449725,-1854239708.71295
176.22411205602802,-1857640345.65772
176.4702351175588,-1861035723.25856
176.71635817908955,-1864425799.56511
176.96248124062032,-1867810532.56845
177.2086043021511,-1871189880.20109
177.45472736368183,-1874563800.33703
177.7008504252126,-1877932250.79168
177.94697348674336,-1881295189.32194
178.19309654827413,-1884652573.62613
178.4392196098049,-1888004361.34404
178.68534267133566,-1891350510.05690
178.93146573286643,-1894690977.28739
179.1775887943972,-1898025720.49966
179.42371185592796,-1901354697.09929
179.66983491745873,-1904677864.43331
179.9159579789895,-1907995179.79022
180.16208104052026,-1911306600.39996
180.40820410205103,-1914612083.43391
180.6543271635818,-1917911586.00492
180.90045022511256,-1921205065.16729
181.14657328664333,-1924492477.91675
181.3926963481741,-1927773781.19050
181.63881940970484,-1931048931.86719
181.8849424712356,-1934317886.76691
182.13106553276637,-1937580602.65121
182.37718859429714,-1940837036.22309
182.6233116558279,-1944087144.12700
182.86943471735867,-1947330882.94885
183.11555777888944,-1950568209.21597
183.3616808404202,-1953799079.39718
183.60780390195097,-1957023449.90273
183.85392696348174,-1960241277.08432
184.1000500250125,-1963452517.23511
184.34617308654327,-1966657126.58971
184.59229614807404,-1969855061.32417
184.8384192096048,-1973046277.55600
185.08454227113558,-1976230731.34416
185.33066533266634,-1979408378.68906
185.5767883941971,-1982579175.53257
185.82291145572785,-1985743077.75799
186.06903451725861,-1988900041.19010
186.31515757878938,-1992050021.59509
186.56128064032015,-1995192974.68065
186.80740370185092,-1998328856.09588
187.05352676338168,-2001457621.43135
187.29964982491245,-2004579226.21908
187.54577288644322,-2007693625.93255
187.79189594797398,-2010800775.98667
188.03801900950475,-2013900631.73780
188.28414207103552,-2016993148.48379
188.53026513256629,-2020078281.46389
188.77638819409705,-2023155985.85883
189.02251125562782,-2026226216.79079
189.2686343171586,-2029288929.32339
189.51475737868935,-2032344078.46171
189.76088044022012,-2035391619.15228
190.0070035017509,-2038431506.28308
190.25312656328163,-2041463694.68354
190.4992496248124,-2044488139.12454
190.74537268634316,-2047504794.31840
190.99149574787393,-2050513614.91893
191.2376188094047,-2053514555.52133
191.48374187093546,-2056507570.66232
191.72986493246623,-2059492614.82001
191.975987993997,-2062469642.41400
192.22211105552776,-2065438607.80532
192.46823411705853,-2068399465.29646
192.7143571785893,-2071352169.13137
192.96048024012006,-2074296673.49543
193.20660330165083,-2077232932.51548
193.4527263631816,-2080160900.25983
193.69884942471236,-2083080530.73820
193.94497248624313,-2085991777.90181
194.1910955477739,-2088894595.64328
194.43721860930464,-2091788937.79673
194.6833416708354,-2094674758.13769
194.92946473236617,-2097552010.38317
195.17558779389694,-2100420648.19161
195.4217108554277,-2103280625.16292
195.66783391695847,-2106131894.83845
195.91395697848924,-2108974410.70100
196.16008004002,-2111808126.17482
196.40620310155077,-2114632994.62562
196.65232616308154,-2117448969.36055
196.8984492246123,-2120256003.62823
197.14457228614307,-2123054050.61870
197.39069534767384,-2125843063.46348
197.6368184092046,-2128622995.23552
197.88294147073537,-2131393798.94925
198.12906453226614,-2134155427.56051
198.3751875937969,-2136907833.96662
198.62131065532768,-2139650971.00634
198.86743371685841,-2142384791.45989
199.11355677838918,-2145109248.04894
199.35967983991995,-2147824293.43660
199.60580290145072,-2150529880.22743
199.85192596298148,-2153225960.96746
200.09804902451225,-2155912488.14415
200.34417208604302,-2158589414.18643
200.59029514757378,-2161256691.46466
200.83641820910455,-2163914272.29067
201.08254127063532,-2166562108.91773
201.32866433216608,-2169200153.54057
201.57478739369685,-2171828358.29536
201.82091045522762,-2174446675.25972
202.06703351675839,-2177055056.45274
202.31315657828915,-2179653453.83495
202.55927963981992,-2182241819.30831
202.8054027013507,-2184820104.71626
203.05152576288143,-2187388261.84369
203.2976488244122,-2189946242.41692
203.54377188594296,-2192493998.10373
203.78989494747373,-2195031480.51337
204.0360180090045,-2197558641.19651
204.28214107053526,-2200075431.64530
204.52826413206603,-2202581803.29331
204.7743871935968,-2205077707.51559
205.02051025512756,-2207563095.62862
205.26663331665833,-2210037918.89035
205.5127563781891,-2212502128.50016
205.75887943971986,-2214955675.59891
206.00500250125063,-2217398511.26887
206.2511255627814,-2219830586.53380
206.49724862431216,-2222251852.35888
206.74337168584293,-2224662259.65077
206.9894947473737,-2227061759.25756
207.23561780890444,-2229450301.96880
