omega,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8
0.0,-582.3387084548331,-582.3387084548331,247.06130535988697,247.06130535988714,-582.3387084548331,-582.3387084548331,247.06130535988697,247.06130535988714
0.24612306153076538,-582.338230371359,-582.3376885607601,247.06135536161872,247.06173592152734,-582.3383428506725,-582.3383428506725,247.0613993984403,247.06139939844036
0.49224612306153076,-582.3367961201005,-582.3346288687613,247.0615053688368,247.06302760565237,-582.3372460370529,-582.3372460370528,247.0616815144493,247.0616815144494
0.7383691845922962,-582.3344056985505,-582.3295293494981,247.0617553876135,247.0651804098771,-582.33541801056,-582.3354180105599,247.0621517089607,247.06215170896078
0.9844922461230615,-582.3310591025314,-582.3223899540709,247.0621054280706,247.06819433022665,-582.3328587655036,-582.3328587655035,247.06280998371963,247.06280998371972
1.2306153076538269,-582.3267563261932,-582.3132106140171,247.06255550437808,247.0720693611368,-582.3295682939172,-582.3295682939172,247.06365634116884,247.06365634116904
1.4767383691845923,-582.3214973620146,-582.3019912413085,247.06310563475662,247.07680549545563,-582.325546585558,-582.3255465855578,247.0646907844496,247.06469078444968
1.7228614307153576,-582.3152822008051,-582.2887317283471,247.06375584147983,247.0824027244442,-582.3207936279069,-582.3207936279069,247.0659133174014,247.06591331740162
1.968984492246123,-582.3081108317016,-582.2734319479604,247.06450615087525,247.08886103777897,-582.3153094061681,-582.3153094061681,247.0673239445617,247.0673239445617
2.2151075537768885,-582.2999832421716,-582.2560917533953,247.06535659332658,247.0961804235525,-582.3090939032687,-582.3090939032687,247.06892267116666,247.06892267116666
2.4612306153076537,-582.2908994180123,-582.2367109783123,247.0663072032765,247.10436086827664,-582.3021470998596,-582.3021470998594,247.07070950315148,247.07070950315165
2.707353676838419,-582.2808593433506,-582.215289436778,247.06735801922875,247.11340235688485,-582.2944689743132,-582.2944689743132,247.0726844471498,247.07268444714998
2.9534767383691847,-582.2698630006446,-582.1918269232564,247.0685090837525,247.12330487273448,-582.2860595027257,-582.2860595027254,247.07484751049483,247.07484751049512
3.19959979989995,-582.257910370683,-582.1663232126002,247.06976044348576,247.13406839761004,-582.2769186589145,-582.2769186589145,247.0771987012192,247.0771987012192
3.445722861430715,-582.2450014325851,-582.1387780600407,247.07111214913687,247.14569291172648,-582.2670464144193,-582.2670464144192,247.07973802805435,247.07973802805458
3.691845922961481,-582.2311361638035,-582.1091912011773,247.07256425549357,247.15817839373304,-582.2564427385009,-582.2564427385009,247.08246550043305,247.08246550043316
3.937968984492246,-582.216314540122,-582.0775623519647,247.07411682142177,247.17152482071643,-582.2451075981418,-582.2451075981418,247.08538112848746,247.08538112848746
4.184092046023012,-582.2005365356575,-582.0438912087014,247.0757699098759,247.18573216820602,-582.2330409580443,-582.2330409580442,247.0884849230504,247.08848492305052
4.430215107553777,-582.1838021228609,-582.0081774480161,247.0775235879001,247.20080041017766,-582.2202427806312,-582.2202427806311,247.09177689565593,247.09177689565604
4.676338169084542,-582.1661112725163,-581.9704207268527,247.07937792663526,247.21672951905845,-582.2067130260453,-582.2067130260452,247.09525705853986,247.09525705853991
4.9224612306153075,-582.1474639537429,-581.9306206824556,247.0813330013259,247.23351946573158,-582.1924516521483,-582.1924516521483,247.09892542463942,247.0989254246396
5.168584292146073,-582.1278601339961,-581.8887769323533,247.08338889132503,247.2511702195427,-582.1774586145204,-582.1774586145203,247.1027820075939,247.10278200759402
5.414707353676838,-582.1072997790665,-581.8448890743418,247.0855456801011,247.26968174830463,-582.1617338664603,-582.1617338664603,247.10682682174644,247.10682682174647
5.660830415207604,-582.0857828530817,-581.7989566864665,247.08780345524545,247.2890540183026,-582.1452773589838,-582.1452773589838,247.111059882142,247.11105988214206
5.906953476738369,-582.0633093185085,-581.7509793270028,247.09016230848002,247.30928699430189,-582.1280890408235,-582.1280890408234,247.11548120453014,247.11548120453023
6.153076538269135,-582.0398791361507,-581.700956534438,247.09262233566326,247.33038063955377,-582.1101688584286,-582.1101688584286,247.120090805365,247.120090805365
6.3991995997999,-582.0154922651523,-581.6488878274489,247.09518363679962,247.35233491580186,-582.0915167559633,-582.0915167559633,247.12488870180496,247.12488870180505
6.645322661330665,-581.9901486629981,-581.5947727048821,247.09784631604737,247.37514978328906,-582.0721326753069,-582.0721326753068,247.12987491171413,247.1298749117142
6.89144572286143,-581.9638482855139,-581.5386106457303,247.1006104817288,247.39882520076574,-582.0520165560525,-582.0520165560522,247.135049453663,247.13504945366316
7.137568784392196,-581.936591086868,-581.4804011091098,247.10347624633556,247.42336112549648,-582.0311683355065,-582.0311683355065,247.14041234692843,247.14041234692849
7.383691845922962,-581.908377019573,-581.4201435342366,247.10644372654292,247.44875751326845,-582.009587948688,-582.009587948688,247.14596361149498,247.14596361149498
7.629814907453727,-581.8792060344849,-581.3578373404006,247.1095130432159,247.47501431839896,-581.9872753283273,-581.9872753283272,247.15170326805458,247.15170326805506
7.875937968984492,-581.8490780808065,-581.2934819269402,247.11268432142063,247.50213149374474,-581.9642304048657,-581.9642304048657,247.15763133800968,247.15763133800985
8.122061030515258,-581.8179931060871,-581.2270766732157,247.11595769043493,247.53010899070998,-581.9404531064542,-581.9404531064542,247.16374784347022,247.16374784347036
8.368184092046024,-581.7859510562241,-581.1586209385812,247.11933328376014,247.55894675925524,-581.9159433589527,-581.9159433589527,247.1700528072578,247.17005280725783
8.614307153576789,-581.7529518754646,-581.0881140623558,247.1228112391305,247.58864474790792,-581.8907010859293,-581.8907010859293,247.17654625290464,247.1765462529047
8.860430215107554,-581.7189955064059,-581.0155553637948,247.12639169852505,247.61920290376955,-581.8647262086587,-581.8647262086587,247.18322820465502,247.18322820465517
9.10655327663832,-581.684081889998,-580.9409441420584,247.13007480818135,247.65062117252825,-581.838018646122,-581.8380186461219,247.19009868746608,247.19009868746613
9.352676338169085,-581.6482109655433,-580.8642796761807,247.13386071860518,247.6828994984667,-581.8105783150046,-581.8105783150046,247.1971577270083,247.1971577270083
9.59879939969985,-581.6113826706999,-580.7855612250377,247.13774958458671,247.71603782447346,-581.7824051296964,-581.7824051296964,247.20440534966687,247.20440534966696
9.844922461230615,-581.5735969414819,-580.7047880273137,247.14174156520946,247.75003609205396,-581.7534990022897,-581.7534990022896,247.21184158254266,247.21184158254272
10.09104552276138,-581.5348537122609,-580.621959301467,247.14583682386686,247.78489424134045,-581.7238598425782,-581.723859842578,247.21946645345187,247.2194664534521
10.337168584292145,-581.4951529157681,-580.5370742456953,247.1500355282746,247.82061221110408,-581.6934875580564,-581.6934875580563,247.22727999092936,247.22727999092965
10.58329164582291,-581.454494483095,-580.4501320378995,247.15433785048566,247.8571899387658,-581.6623820539183,-581.6623820539182,247.23528222422811,247.2352822242282
10.829414707353676,-581.4128783436964,-580.3611318356465,247.15874396690398,247.89462736040844,-581.630543233055,-581.630543233055,247.24347318331934,247.2434731833194
11.075537768884443,-581.3703044253904,-580.2700727761315,247.16325405830028,247.93292441078808,-581.5979709960554,-581.5979709960554,247.25185289889535,247.25185289889535
11.321660830415208,-581.3267726543612,-580.1769539761397,247.16786830982616,247.97208102334767,-581.5646652412032,-581.5646652412032,247.26042140237004,247.26042140237013
11.567783891945973,-581.2822829551609,-580.0817745320053,247.1725869110331,248.01209713022809,-581.5306258644766,-581.5306258644765,247.2691787258796,247.26917872587967
11.813906953476739,-581.2368352507101,-579.9845335195721,247.1774100558827,248.0529726622816,-581.4958527595464,-581.4958527595462,247.27812490228393,247.27812490228408
12.060030015007504,-581.1904294623016,-579.8852299941508,247.18233794277046,248.09470754908526,-581.4603458177752,-581.4603458177752,247.2872599651673,247.28725996516746
12.30615307653827,-581.1430655096,-579.7838629904768,247.18737077453494,248.13730171895398,-581.4241049282152,-581.4241049282152,247.29658394884075,247.29658394884075
12.552276138069034,-581.0947433106455,-579.6804315226666,247.19250875848198,248.18075509895405,-581.387129977608,-581.387129977608,247.30609688834136,247.30609688834147
12.7983991995998,-581.0454627818557,-579.5749345841732,247.19775210639895,248.22506761491664,-581.3494208503815,-581.3494208503813,247.31579881943543,247.3157988194357
