Y_{1},Y_{2},Z_{1},Z_{2},Z_{3},Z_{4},\operatorname{re}{\left(Y_{12}\right)},\operatorname{im}{\left(Y_{12}\right)},\operatorname{re}{\left(Z_{5}\right)},\operatorname{im}{\left(Z_{5}\right)},\operatorname{re}{\left(Z_{6}\right)},\operatorname{im}{\left(Z_{6}\right)},\operatorname{re}{\left(Z_{7}\right)},\operatorname{im}{\left(Z_{7}\right)},v,\delta Y_{1},\delta Y_{2},\delta Z_{1},\delta Z_{2},\delta Z_{3},\delta Z_{4},\operatorname{re}{\left(\delta Y_{12}\right)},\operatorname{im}{\left(\delta Y_{12}\right)},\operatorname{re}{\left(\delta Z_{5}\right)},\operatorname{im}{\left(\delta Z_{5}\right)},\operatorname{re}{\left(\delta Z_{6}\right)},\operatorname{im}{\left(\delta Z_{6}\right)},\operatorname{re}{\left(\delta Z_{7}\right)},\operatorname{im}{\left(\delta Z_{7}\right)},\delta T_{1},\delta T_{2},\delta T_{CP},\delta T_{CB},\delta\Delta_{13},\delta\Delta_{33},\delta\Delta_{14},\delta\Delta_{24},\delta\Delta_{67},\delta\Delta_{78},m_1,m_2,m_3,m_4,m_5,m_6
-339796.302303224,269582.391277150,11.2299657050441,0.0990616368680257,-8.90224024002523,12.2526354569121,-152122.240622199,-152122.240622199,1.83689825491818,8.74980632277756,-5.02750481268421,0.850486945780636,-12.3047704679157,2.50571562737812,246,-233920.565789333,-103414.951386807,3.55243345988288,0,0,11.2679701202788,-158818.575399713,-98085.6896218965,2.93966921626226,8.69252237970035,-2.99555834717106,-1.93409070940833,0,0,21458139.5672825,-8897175.44924375,8317613.98291043,0,5.65777543617407,25.0943017569002,0,0,-72.1904295760862,107.642540425181,0,14.7785687556848,106.310713375012,950.966917677854,711.245286669689,0
-212007.904709000,-339468.896667630,7.00667277113490,5.49556183300446,11.2444936748090,11.8156405798559,-163071.303810374,-163071.303810374,-0.100030790825185,10.0620399607734,-5.38936161710536,-4.59375978164721,4.30789712524860,-6.53539022586588,246,-305570.365600003,-188602.675881460,4.67003296757912,0,0,7.38807766394222,-308110.338858059,-263605.186371756,-0.0913756771931836,8.81479060166693,-5.36347865612466,-5.13356774244155,0,0,24327440.7104984,-33702320.1719669,20136443.5129225,0,-17.1274544369094,4.25035855967167,0,0,-2.43171387407142,-201.810897691593,0,27.6946374726450,198.922984978264,993.622582042415,337.237173426568,0
-270691.461316912,-255762.528697285,8.94611214610721,10.0946634451423,8.48169661278385,7.01032907628922,-43578.2352724040,-43578.2352724040,-3.34133471474033,5.88310891365265,-1.44022193378293,-2.36807331456592,11.7972327617471,9.61852622504380,246,-102846.964874937,-53929.1839458300,1.65297955153912,0,0,4.34960933590802,-10808.4657474197,-25992.2751624783,-1.81734144734287,4.02901907491093,-0.00297808817378967,-0.582778491280604,0,0,8153216.50020666,-4084639.88475093,2952516.01297788,0,-0.162193428938649,-0.833493894821075,0,0,18.8805758978348,-25.1243428726936,0,29.6082321716275,90.8534818669081,811.352920725585,548.475500548495,0
-335491.105574665,-262738.307906619,11.0876827805759,12.2948394311489,8.70782454652410,11.6020165679745,79876.5512768429,79876.5512768429,1.04354160007285,5.82936963049012,2.63984900776135,-3.83930683499106,-3.26645139081583,-3.64368344839337,246,-155770.488269139,-120971.784452644,1.63919163128379,0,0,4.80506943562488,34337.0405532865,-103950.143388427,0.397739673392921,1.86860815256950,0.688637230171140,-1.68218003254659,0,0,13829360.8420038,2148185.89734233,7271687.94317082,0,-2.68392666990460,31.2886832794789,0,0,31.8859493728307,-23.2235189405653,0,27.2588925326546,214.935028336161,894.059460129634,727.348991590645,0
-293925.533167275,-306800.498190015,9.71397756518195,-4.13397392097174,10.1548732315376,8.72118614224438,40216.6117431828,40216.6117431828,-6.34666936042198,2.52137329253829,1.32912326469637,0.00925419947692774,12.1759532295999,-10.6443851587226,246,-83348.3218367806,-62845.8138199177,0.899677393498371,0,0,3.53241948081054,6723.48085190343,-32278.7503110430,-2.38697533650736,0.0222220262884919,0.406308563427205,-0.563026190342555,0,0,6903080.46619594,-5060660.52855399,2921450.61402252,0,6.10533901845836,1.65308061407703,0,0,9.46123231875858,-91.9689590656181,0,21.5790650828498,214.966105189658,775.363973549590,684.948144868859,0
-82433.2011392713,-308317.041529365,2.72434401279897,2.49327591512365,10.2224903265198,12.1450486731978,-33503.1728090222,-33503.1728090222,3.69134089568671,9.39524150630382,-1.10725007631113,-0.408683603928793,-11.9872427282668,10.5297850955802,246,-73192.6474170997,-106447.161564815,-0.116110258057698,0,0,5.73490066907778,-31495.8853041099,-74839.2622112500,1.95840460729567,3.59997535150551,-0.605735453944107,-1.09137948461117,0,0,7646091.51699417,959915.728976289,13844172.4554991,0,-10.9445732819974,3.74252187452072,0,0,-158.020457840459,106.202541973733,0,31.5447423586017,244.870788619257,826.552735466544,398.340534844848,0
-326701.995511546,104843.997476261,10.7972105066940,-0.529242698702618,-3.46206530667392,11.5408499927757,119636.955356037,119636.955356037,-1.78989332994524,3.39514312608951,3.95389501474112,6.61676546002035,-10.5296156263074,-3.70344351972806,246,-315534.700856793,-131196.041840862,5.42961869154228,0,0,8.83187814559373,144514.060076507,211442.250207949,-1.71163556142063,3.60374466539498,3.44834396027944,5.07638165893170,0,0,19710097.2864817,13410199.2478271,-15746265.9104525,0,-0.616664286477302,33.2599930317963,0,0,-44.4267930117524,47.9678100203636,0,9.42472423584100,289.083086090645,1017.47308255786,482.873912782904,0
-336485.135843349,-194244.179421501,11.1205345972420,9.87143910782605,6.43046832181763,10.6863148697644,122960.671679899,122960.671679899,4.19163269359754,-2.76072746031375,4.06374088439086,-4.95914565124638,-6.90161631621301,-5.40782561707473,246,-253695.953135148,-125299.180321960,4.14703132893688,0,0,6.16132587926510,176261.480620212,-160265.951015428,4.48217006134690,-2.71702532482941,3.20297206106686,-2.78251566567394,0,0,20011916.0621890,16940259.9614576,14001198.0610690,0,0.589204565764356,25.0504903860790,0,0,-13.6872325968931,63.6712309871371,0,18.1364566566041,220.552526558505,975.204816567122,566.262583293669,0
-373938.305880618,348952.904851855,12.3583285703159,-12.5583848477375,-11.5090147300441,12.5599158375841,-95129.0999203674,-95129.0999203674,6.29103552884718,2.85642335324858,-3.14393218059248,-2.61520701916333,11.0356504937011,5.20487933496879,246,-187346.179275414,-125365.204412194,2.39367807669154,0,0,8.15944280580404,-73548.2513711837,-57247.7546592540,5.25370502702382,1.61008477914511,-2.40570003513122,-1.40095828062351,0,0,16205033.1706395,-7423242.63569473,7280888.95458143,0,3.90095957091199,24.8113045102859,0,0,-29.0160595409736,3.94464257618178,0,26.7046278794499,381.054106300424,956.046537323061,670.933334566858,0
-250458.606989641,-101969.549277406,8.27743429802501,-1.69839251986607,3.38407807528251,10.6139028633939,-97347.8075991549,-97347.8075991549,-0.367872146687713,0.639057841247183,-3.21725849689850,2.96175837463967,11.1188712506898,3.69449101256752,246,-100454.716798465,-62693.6773659113,1.32265051493008,0,0,4.78816835780408,-52527.0155018817,79090.7098301594,0.296578058817742,0.292676917803951,-1.16264204186889,1.55860302995542,0,0,8287344.07239342,-5459117.69585373,-5955357.53598093,0,0.991454324137802,27.9698804045029,0,0,-18.4746246653893,-13.7201929310620,0,20.6369843846538,343.609978602315,827.075415538575,584.772066301069,0
